Date,Close,Volume
01/20/2026,$21.10,6826516
01/16/2026,$21.10,3731495
01/15/2026,$21.36,4995435
01/14/2026,$21.02,4112831
01/13/2026,$21.02,4121054
01/12/2026,$20.98,3563684
01/09/2026,$21.23,5034887
01/08/2026,$21.42,4131769
01/07/2026,$21.29,10674070
01/06/2026,$20.66,3405040
01/05/2026,$20.72,7673734
01/02/2026,$20.62,4551690
12/31/2025,$20.08,6422287
12/30/2025,$20.50,4569480
12/29/2025,$20.53,6005575
12/26/2025,$21.09,3820404
12/24/2025,$21.53,1781042
12/23/2025,$21.38,4384537
12/22/2025,$21.74,6481133
12/19/2025,$22.51,7379321
12/18/2025,$22.56,4589257
12/17/2025,$23.03,6132226
12/16/2025,$22.28,3922858
12/15/2025,$22.09,8010605
12/12/2025,$21.23,5365898
12/11/2025,$21.86,4645586
12/10/2025,$22.12,11543760
12/09/2025,$23.11,9159102
12/08/2025,$23.35,5318919
12/05/2025,$23.00,5688195
12/04/2025,$22.95,7195815
12/03/2025,$23.21,11079700
12/02/2025,$22.81,8105087
12/01/2025,$22.79,7895904
11/28/2025,$22.53,8789295
11/26/2025,$21.63,4644241
11/25/2025,$21.06,4794851
11/24/2025,$20.49,5577591
11/21/2025,$20.14,5514125
11/20/2025,$19.94,6028877
11/19/2025,$20.42,5194324
11/18/2025,$20.50,3733252
11/17/2025,$20.50,4968176
11/14/2025,$20.66,5887642
11/13/2025,$20.96,7415436
11/12/2025,$21.36,4341284
11/11/2025,$21.45,2856338
11/10/2025,$21.49,4724873
11/07/2025,$21.50,6533306
11/06/2025,$21.35,5718101
11/05/2025,$22.01,3885626
11/04/2025,$21.98,5155852
11/03/2025,$22.11,6276116
10/31/2025,$22.29,4990691
10/30/2025,$22.58,6438442
10/29/2025,$23.38,5696936
10/28/2025,$23.30,7984105
10/27/2025,$23.53,9428707
10/24/2025,$23.30,5771165
10/23/2025,$23.63,10637950
10/22/2025,$22.49,11012890
10/21/2025,$22.80,6387180
10/20/2025,$23.37,4424363
10/17/2025,$23.07,6206263
10/16/2025,$22.95,6549759
10/15/2025,$23.38,5018139
10/14/2025,$23.21,4470901
10/13/2025,$23.59,5772105
10/10/2025,$23.30,9744316
10/09/2025,$24.07,11821160
10/08/2025,$24.41,7183811
10/07/2025,$24.35,10779920
10/06/2025,$25.05,11543450
10/03/2025,$25.38,11615910
10/02/2025,$27.22,14525950
10/01/2025,$27.69,8187127
09/30/2025,$27.28,5392802
09/29/2025,$27.21,7979038
09/26/2025,$26.42,8048334
09/25/2025,$25.27,8210462
09/24/2025,$26.25,5508834
09/23/2025,$26.80,7063968
09/22/2025,$26.78,11263600
09/19/2025,$26.08,9567601
09/18/2025,$25.88,7806246
09/17/2025,$26.10,7897132
09/16/2025,$26.34,9829954
09/15/2025,$25.53,9603984
09/12/2025,$24.93,9320071
09/11/2025,$24.85,12512630
09/10/2025,$24.37,46253970
09/09/2025,$23.59,18374440
09/08/2025,$23.22,10151220
09/05/2025,$22.61,11183340
09/04/2025,$22.37,5531803
09/03/2025,$22.88,9771430
09/02/2025,$23.41,9567042
08/29/2025,$22.41,5371497
08/28/2025,$22.79,6482312
08/27/2025,$22.50,6891997
08/26/2025,$22.30,7867554
08/25/2025,$22.68,3801008
08/22/2025,$22.89,5551442
08/21/2025,$22.56,4090609
08/20/2025,$22.63,4388719
08/19/2025,$22.82,5532814
08/18/2025,$23.11,5107095
08/15/2025,$22.94,4965589
08/14/2025,$22.89,4779950
08/13/2025,$23.02,5349328
08/12/2025,$22.93,4887648
08/11/2025,$22.41,5212532
08/08/2025,$22.27,4833088
08/07/2025,$22.65,4456288
08/06/2025,$22.81,4825043
08/05/2025,$22.81,4981405
08/04/2025,$22.63,5059365
08/01/2025,$22.10,7878440
07/31/2025,$22.45,13749910
07/30/2025,$22.45,7956586
07/29/2025,$22.55,6078838
07/28/2025,$22.98,11481940
07/25/2025,$23.33,7090634
07/24/2025,$23.53,6338139
07/23/2025,$23.96,8305149
07/22/2025,$24.26,12006260
07/21/2025,$24.20,17718370
07/18/2025,$23.28,6628396
07/17/2025,$23.40,7307167
07/16/2025,$23.68,7738267
07/15/2025,$23.22,7321570
07/14/2025,$23.70,7769614
07/11/2025,$23.33,11454090
07/10/2025,$23.10,5990997
07/09/2025,$23.19,14641420
07/08/2025,$22.75,7863631
07/07/2025,$22.62,12873530
07/03/2025,$23.59,5566311
07/02/2025,$23.95,6428597
07/01/2025,$23.68,8308047
06/30/2025,$24.39,10439310
06/27/2025,$23.59,11638240
06/26/2025,$23.88,8777965
06/25/2025,$23.55,9840749
06/24/2025,$23.29,11660170
06/23/2025,$22.82,12120490
06/20/2025,$23.46,19994180
06/18/2025,$23.44,14712150
06/17/2025,$22.99,24797600
06/16/2025,$23.32,31522660
06/13/2025,$22.14,59849890
06/12/2025,$22.14,172324500
06/11/2025,$28.55,18039170
06/10/2025,$30.16,8628692
06/09/2025,$30.34,5836161
06/06/2025,$29.58,4379288
06/05/2025,$29.45,6356776
06/04/2025,$29.95,7313977
06/03/2025,$30.10,6086532
06/02/2025,$30.64,7430729
05/30/2025,$29.80,9393388
05/29/2025,$29.57,15887930
05/28/2025,$31.21,44368758
05/27/2025,$35.02,32095757
05/23/2025,$33.06,29441633
05/22/2025,$30.86,21451030
05/21/2025,$28.05,8762022
05/20/2025,$28.51,4795105
05/19/2025,$27.89,4223534
05/16/2025,$28.45,6504447
05/15/2025,$28.63,9364353
05/14/2025,$28.73,14552320
05/13/2025,$28.39,10365260
05/12/2025,$28.05,7395242
05/09/2025,$27.54,7795212
05/08/2025,$26.78,6521684
05/07/2025,$26.01,4386935
05/06/2025,$26.04,5883843
05/05/2025,$26.60,7132359
05/02/2025,$27.48,5579861
05/01/2025,$27.43,5693525
04/30/2025,$27.86,6578094
04/29/2025,$27.26,5497551
04/28/2025,$27.59,6819305
04/25/2025,$27.46,5853359
04/24/2025,$27.08,6212122
04/23/2025,$27.12,8862655
04/22/2025,$27.80,11065950
04/21/2025,$26.77,7689967
04/17/2025,$26.78,7434838
04/16/2025,$26.25,6292788
04/15/2025,$26.70,6738083
04/14/2025,$26.98,10628360
04/11/2025,$26.40,10763659
04/10/2025,$25.02,11545360
04/09/2025,$25.40,17695940
04/08/2025,$23.39,12062270
04/07/2025,$24.29,17191900
04/04/2025,$23.49,20608190
04/03/2025,$21.10,11141890
04/02/2025,$22.69,10965120
04/01/2025,$22.61,14435330
03/31/2025,$22.32,16147930
03/28/2025,$21.73,44771680
03/27/2025,$22.09,95799102
03/26/2025,$28.36,53312960
03/25/2025,$25.40,4660326
03/24/2025,$25.61,5036047
03/21/2025,$24.75,6893871
03/20/2025,$23.51,1998220
03/19/2025,$23.71,3032256
03/18/2025,$23.30,2155842
03/17/2025,$23.50,2899087
03/14/2025,$23.05,3960539
03/13/2025,$21.95,3829828
03/12/2025,$21.99,3718208
03/11/2025,$22.61,4226922
03/10/2025,$22.42,6226934
03/07/2025,$24.00,3463954
03/06/2025,$24.20,3421446
03/05/2025,$25.07,3282452
03/04/2025,$24.30,5068726
03/03/2025,$24.40,4290981
02/28/2025,$25.04,4137068
02/27/2025,$24.48,4589982
02/26/2025,$24.61,3272498
02/25/2025,$24.42,6551451
02/24/2025,$25.00,5980021
02/21/2025,$26.42,6130903
02/20/2025,$27.04,7735228
02/19/2025,$26.00,4382120
02/18/2025,$26.97,5337801
02/14/2025,$27.00,12142610
02/13/2025,$26.34,8255330
02/12/2025,$25.99,3999243
02/11/2025,$26.56,7042658
02/10/2025,$27.12,9694662
02/07/2025,$24.73,3403304
02/06/2025,$24.80,4349516
02/05/2025,$24.93,4580218
02/04/2025,$25.90,3353742
02/03/2025,$25.89,5740535
01/31/2025,$26.90,4544033
01/30/2025,$27.99,3343948
01/29/2025,$27.51,3220404
01/28/2025,$27.46,3169854
01/27/2025,$26.97,5060256
01/24/2025,$27.77,4511646
01/23/2025,$28.33,8828170
01/22/2025,$27.65,5025385
01/21/2025,$27.47,5867780
01/17/2025,$27.51,8977526
01/16/2025,$27.72,4431995
01/15/2025,$27.96,6025350
01/14/2025,$27.88,11796600
01/13/2025,$31.02,5566985
01/10/2025,$32.31,7068203
01/08/2025,$32.96,6319956
01/07/2025,$33.37,13360660
01/06/2025,$32.82,12609410
01/03/2025,$31.65,7425800
01/02/2025,$30.66,7979700
12/31/2024,$31.34,7395300
12/30/2024,$32.01,9593100
12/27/2024,$32.20,10141700
12/26/2024,$32.99,20432900
12/24/2024,$31.14,5523500
12/23/2024,$30.90,8226500
12/20/2024,$29.82,19606700
12/19/2024,$29.00,10338200
12/18/2024,$28.55,13947300
12/17/2024,$31.26,19948100
12/16/2024,$29.44,8700000
12/13/2024,$27.99,6581600
12/12/2024,$28.75,8855700
12/11/2024,$28.97,20485000
12/10/2024,$26.93,18209400
12/09/2024,$27.93,11495400
12/06/2024,$29.06,15161400
12/05/2024,$28.63,40704900
12/04/2024,$27.03,6387500
12/03/2024,$27.44,6009900
12/02/2024,$27.27,13576600
11/29/2024,$29.05,10473700
11/27/2024,$30.89,12895100
11/26/2024,$30.33,24657300
11/25/2024,$29.67,13090400
11/22/2024,$27.90,7975700
11/21/2024,$27.82,10587200
11/20/2024,$28.45,22089700
11/19/2024,$27.57,8698600
11/18/2024,$26.44,8541600
11/15/2024,$26.59,16451800
11/14/2024,$27.37,16502000
11/13/2024,$26.46,18490300
11/12/2024,$26.84,18972700
11/11/2024,$27.26,26633000
11/08/2024,$24.88,15908600
11/07/2024,$23.45,5554400
11/06/2024,$23.10,6648000
11/05/2024,$22.99,5858400
11/04/2024,$22.33,4300200
11/01/2024,$22.41,4744500
10/31/2024,$22.18,5594500
10/30/2024,$23.28,12383600
10/29/2024,$22.68,10078100
10/28/2024,$22.73,13641200
10/25/2024,$20.57,5989000
10/24/2024,$20.63,2682300
10/23/2024,$20.54,2945000
10/22/2024,$20.93,3232300
10/21/2024,$20.70,3956500
10/18/2024,$21.22,5302200
10/17/2024,$21.41,3015300
10/16/2024,$21.66,4264600
10/15/2024,$21.27,4851900
10/14/2024,$21.33,6636600
10/11/2024,$20.83,3931600
10/10/2024,$20.91,4180800
10/09/2024,$20.50,3914000
10/08/2024,$20.71,4840500
10/07/2024,$20.90,5988000
10/04/2024,$21.40,5286200
10/03/2024,$21.20,4665800
10/02/2024,$21.49,5673100
10/01/2024,$21.97,7189200
09/30/2024,$22.93,10161700
09/27/2024,$22.48,7416500
09/26/2024,$22.29,5777500
09/25/2024,$22.18,6139700
09/24/2024,$22.63,12121400
09/23/2024,$22.31,13969500
09/20/2024,$21.85,61919200
09/19/2024,$19.51,8902600
09/18/2024,$19.65,10728200
09/17/2024,$20.16,6307600
09/16/2024,$20.09,5981200
09/13/2024,$20.65,8053700
09/12/2024,$20.40,9567500
09/11/2024,$20.64,28921500
09/10/2024,$23.45,19175500
09/09/2024,$24.25,14064700
09/06/2024,$23.92,23884000
09/05/2024,$22.39,5101200
09/04/2024,$22.12,6700900
09/03/2024,$23.14,11350500
08/30/2024,$23.42,15680700
08/29/2024,$21.51,10428400
08/28/2024,$19.90,5219500
08/27/2024,$20.74,4118800
08/26/2024,$21.36,4780500
08/23/2024,$22.21,4056700
08/22/2024,$22.12,3382500
08/21/2024,$22.55,3163200
08/20/2024,$22.28,3570300
08/19/2024,$22.66,4543500
08/16/2024,$22.40,3641800
08/15/2024,$22.53,5361400
08/14/2024,$21.99,3489400
08/13/2024,$22.27,3913700
08/12/2024,$21.88,4449100
08/09/2024,$21.93,4828900
08/08/2024,$21.75,5439700
08/07/2024,$20.83,6101100
08/06/2024,$21.28,6505300
08/05/2024,$20.65,12205900
08/02/2024,$21.07,9030000
08/01/2024,$21.71,9334400
07/31/2024,$22.67,8005800
07/30/2024,$22.40,9272400
07/29/2024,$23.60,7250200
07/26/2024,$24.13,6833900
07/25/2024,$23.95,8567700
07/24/2024,$24.01,9549200
07/23/2024,$25.50,7921700
07/22/2024,$25.22,14090400
07/19/2024,$24.97,12763300
07/18/2024,$25.88,16969700
07/17/2024,$27.98,23775000
07/16/2024,$28.54,25594500
07/15/2024,$27.00,17136400
07/12/2024,$26.05,16238900
07/11/2024,$25.57,13032700
07/10/2024,$24.97,22325400
07/09/2024,$24.60,9419800
07/08/2024,$24.45,11815500
07/05/2024,$24.18,11782100
07/03/2024,$24.37,11829500
07/02/2024,$23.98,13703500
07/01/2024,$23.33,30689000
06/28/2024,$24.69,20212000
06/27/2024,$25.09,34867000
06/26/2024,$24.20,17903000
06/25/2024,$24.93,27625600
06/24/2024,$23.65,22162900
06/21/2024,$23.93,28004000
06/20/2024,$25.59,36029300
06/18/2024,$24.70,38079200
06/17/2024,$25.22,90351900
06/14/2024,$28.70,82874400
06/13/2024,$29.12,107306600
06/12/2024,$25.46,147986700
06/11/2024,$30.49,146914700
06/10/2024,$24.83,131572400
06/07/2024,$28.22,279054400
06/06/2024,$46.55,206685800
06/05/2024,$31.57,73156400
06/04/2024,$26.50,51662100
06/03/2024,$28.00,165808300
05/31/2024,$23.14,22174300
05/30/2024,$22.61,24508800
05/29/2024,$21.24,26921200
05/28/2024,$23.78,105077600
05/24/2024,$19.00,41886700
05/23/2024,$18.32,30561100
05/22/2024,$21.12,43521400
05/21/2024,$22.12,49250100
05/20/2024,$23.14,55261600
05/17/2024,$22.21,96079600
05/16/2024,$27.67,76177600
05/15/2024,$39.55,131790100
05/14/2024,$48.75,206979100
05/13/2024,$30.45,187241700
05/10/2024,$17.46,36831900
05/09/2024,$18.01,25759300
05/08/2024,$15.92,24775100
05/07/2024,$16.31,24308600
05/06/2024,$16.31,48018700
05/03/2024,$16.47,36292400
05/02/2024,$12.76,8654800
05/01/2024,$10.91,2653200
04/30/2024,$11.09,2866500
04/29/2024,$11.29,3821500
04/26/2024,$11.90,7685100
04/25/2024,$11.21,4903800
04/24/2024,$10.93,4829600
04/23/2024,$10.16,2511800
04/22/2024,$10.01,3261000
04/19/2024,$10.42,2455100
04/18/2024,$10.31,2175400
04/17/2024,$10.30,2096700
04/16/2024,$10.37,4162100
04/15/2024,$10.06,5086300
04/12/2024,$10.77,3196300
04/11/2024,$11.29,3802100
04/10/2024,$10.85,3546200
04/09/2024,$11.01,3514400
04/08/2024,$10.83,3659100
04/05/2024,$11.25,4750800
04/04/2024,$11.53,4347000
04/03/2024,$11.38,4331500
04/02/2024,$11.28,6327700
04/01/2024,$11.99,9207100
03/28/2024,$12.52,8473500
03/27/2024,$13.17,17871300
03/26/2024,$15.50,17245800
03/25/2024,$15.12,10416300
03/22/2024,$13.10,4400000
03/21/2024,$13.66,3382800
03/20/2024,$13.48,3921300
03/19/2024,$13.41,3894700
03/18/2024,$13.91,3490800
03/15/2024,$14.24,4476500
03/14/2024,$14.63,2534200
03/13/2024,$14.87,2898100
03/12/2024,$14.72,2382600
03/11/2024,$14.43,2111900
03/08/2024,$14.65,3165700
03/07/2024,$15.26,2111900
03/06/2024,$15.26,3818100
03/05/2024,$15.00,3152700
03/04/2024,$15.22,4367600
03/01/2024,$14.95,4890900
02/29/2024,$14.27,2638700
02/28/2024,$14.24,2440700
02/27/2024,$14.21,2795500
02/26/2024,$13.68,2278600
02/23/2024,$13.51,2319700
02/22/2024,$13.36,1817800
02/21/2024,$13.41,1731300
02/20/2024,$13.49,3784500
02/16/2024,$14.12,2297200
02/15/2024,$14.51,2400500
02/14/2024,$14.41,2504400
02/13/2024,$14.17,3788700
02/12/2024,$14.73,2750100
02/09/2024,$14.66,3575300
02/08/2024,$14.35,1838300
02/07/2024,$14.07,1947800
02/06/2024,$14.10,3047800
02/05/2024,$13.46,4361500
02/02/2024,$14.73,2922600
02/01/2024,$14.42,2220200
01/31/2024,$14.23,2684700
01/30/2024,$14.55,1652600
01/29/2024,$14.78,2164200
01/26/2024,$14.49,2288800
01/25/2024,$14.52,3635900
01/24/2024,$13.95,2513800
01/23/2024,$14.18,3495300
01/22/2024,$14.90,3606500
01/19/2024,$14.51,2391500
01/18/2024,$14.29,3906000
01/17/2024,$14.08,2706200
01/16/2024,$13.98,3581200
01/12/2024,$14.75,2475500
01/11/2024,$15.25,2992200
01/10/2024,$15.73,3191700
01/09/2024,$15.16,3105300
01/08/2024,$15.79,3031100
01/05/2024,$15.96,2615700
01/04/2024,$16.36,2671500
01/03/2024,$16.69,4193600
01/02/2024,$16.67,4428000
12/29/2023,$17.53,4524200
12/28/2023,$18.07,3574800
12/27/2023,$18.37,4800100
12/26/2023,$17.36,3079600
12/22/2023,$16.97,3325100
12/21/2023,$16.98,3975300
12/20/2023,$16.93,5553000
12/19/2023,$17.72,5447100
12/18/2023,$17.86,7352200
12/15/2023,$17.26,7110100
12/14/2023,$17.44,10750700
12/13/2023,$16.69,9086900
12/12/2023,$15.22,4210700
12/11/2023,$15.07,4961200
12/08/2023,$15.55,10375400
12/07/2023,$16.36,19840700
12/06/2023,$14.84,12691300
12/05/2023,$14.91,14220100
12/04/2023,$16.98,20098700
12/01/2023,$15.30,13347300
11/30/2023,$14.55,16537200
11/29/2023,$16.25,61172800
11/28/2023,$13.49,14192900
11/27/2023,$11.91,3710600
11/24/2023,$12.20,1232500
11/22/2023,$12.29,2358800
11/21/2023,$12.55,3710100
11/20/2023,$12.80,2294900
11/17/2023,$13.03,3414200
11/16/2023,$12.53,3425800
11/15/2023,$13.27,4121600
11/14/2023,$12.90,5187500
11/13/2023,$12.14,4318500
11/10/2023,$12.54,3872400
11/09/2023,$12.70,2750100
11/08/2023,$13.28,1705600
11/07/2023,$13.64,2354400
11/06/2023,$13.53,2164400
11/03/2023,$13.87,2963100
11/02/2023,$13.64,3566600
11/01/2023,$13.01,3430100
10/31/2023,$13.77,4574600
10/30/2023,$12.80,3475900
10/27/2023,$13.12,2481700
10/26/2023,$13.50,2036400
10/25/2023,$13.71,1967300
10/24/2023,$14.04,3738300
10/23/2023,$13.44,2785500
10/20/2023,$13.44,3657600
10/19/2023,$13.16,5808000
10/18/2023,$13.85,4045800
10/17/2023,$14.12,3842400
10/16/2023,$14.43,3508600
10/13/2023,$14.92,1823300
10/12/2023,$15.09,3180300
10/11/2023,$15.82,2098200
10/10/2023,$16.00,2915900
10/09/2023,$15.40,2276300
10/06/2023,$15.08,2458300
10/05/2023,$14.71,1945100
10/04/2023,$14.87,2586400
10/03/2023,$14.60,4510300
10/02/2023,$15.39,6087700
09/29/2023,$16.46,3388600
09/28/2023,$16.84,7431900
09/27/2023,$17.15,1681300
09/26/2023,$16.78,2726800
09/25/2023,$17.67,2181200
09/22/2023,$17.18,2100300
09/21/2023,$17.02,2910700
09/20/2023,$17.52,2129800
09/19/2023,$17.52,2584200
09/18/2023,$17.55,3694600
09/15/2023,$18.22,6158000
09/14/2023,$18.33,3078000
09/13/2023,$17.81,3012600
09/12/2023,$17.23,5179400
09/11/2023,$17.02,3543800
09/08/2023,$17.71,4689200
09/07/2023,$18.89,5021300
09/06/2023,$18.75,6107200
09/05/2023,$19.23,3781300
09/01/2023,$18.42,2131800
08/31/2023,$18.55,4674100
08/30/2023,$18.37,1884500
08/29/2023,$18.24,2709200
08/28/2023,$17.57,3007400
08/25/2023,$17.13,3423500
08/24/2023,$16.36,3624500
08/23/2023,$16.89,2909100
08/22/2023,$17.26,3791900
08/21/2023,$18.48,2864700
08/18/2023,$18.36,2023900
08/17/2023,$18.38,2056800
08/16/2023,$18.59,3015600
08/15/2023,$19.33,2290300
08/14/2023,$19.96,3329300
08/11/2023,$20.19,1500200
08/10/2023,$20.19,1432400
08/09/2023,$19.93,2929600
08/08/2023,$20.74,1431300
08/07/2023,$21.07,1441300
08/04/2023,$20.98,2400500
08/03/2023,$20.93,1318700
08/02/2023,$20.83,2625800
08/01/2023,$21.50,2567100
07/31/2023,$22.20,1973400
07/28/2023,$21.93,2642100
07/27/2023,$22.22,3370900
07/26/2023,$22.70,1489200
07/25/2023,$22.85,1672000
07/24/2023,$23.04,2970400
07/21/2023,$22.18,3134100
07/20/2023,$22.91,2256700
07/19/2023,$23.17,2250100
07/18/2023,$23.08,2345100
07/17/2023,$22.82,2026000
07/14/2023,$22.97,2175300
07/13/2023,$23.46,1912200
07/12/2023,$23.44,1742200
07/11/2023,$23.91,3063500
07/10/2023,$23.54,3318200
07/07/2023,$22.71,2439600
07/06/2023,$22.83,2384600
07/05/2023,$23.90,2263100
07/03/2023,$24.91,1806600
06/30/2023,$24.25,2797500
06/29/2023,$24.90,3101000
06/28/2023,$24.98,3493900
06/27/2023,$23.58,2141500
06/26/2023,$23.02,2525200
06/23/2023,$23.70,2230800
06/22/2023,$24.32,1889600
06/21/2023,$24.43,2404700
06/20/2023,$24.58,3250700
06/16/2023,$24.56,4427000
06/15/2023,$24.84,5501800
06/14/2023,$25.70,7243700
06/13/2023,$26.95,17160600
06/12/2023,$24.30,7131400
06/09/2023,$22.68,10321200
06/08/2023,$21.44,19213300
06/07/2023,$26.11,18001100
06/06/2023,$24.69,3984300
06/05/2023,$24.31,4201900
06/02/2023,$24.64,3293100
06/01/2023,$24.10,3845000
05/31/2023,$24.05,4265200
05/30/2023,$24.57,5037800
05/26/2023,$23.25,2261900
05/25/2023,$23.35,2494400
05/24/2023,$23.27,1901000
05/23/2023,$23.16,3786500
05/22/2023,$24.21,6251600
05/19/2023,$22.06,2665900
05/18/2023,$23.05,2144400
05/17/2023,$22.87,4573000
05/16/2023,$21.99,2498000
05/15/2023,$21.62,2602000
05/12/2023,$20.69,2003900
05/11/2023,$20.88,1652500
05/10/2023,$20.76,2139900
05/09/2023,$20.24,1522700
05/08/2023,$20.51,2402800
05/05/2023,$20.42,4353700
05/04/2023,$19.35,2041800
05/03/2023,$18.90,3184000
05/02/2023,$18.58,1918300
05/01/2023,$18.55,2356600
04/28/2023,$19.29,2835200
04/27/2023,$18.94,2238900
04/26/2023,$18.65,2287600
04/25/2023,$19.00,2560800
04/24/2023,$19.93,2742400
04/21/2023,$20.49,2085900
04/20/2023,$20.22,2977400
04/19/2023,$21.31,2539500
04/18/2023,$21.61,2748700
04/17/2023,$22.28,2066600
04/14/2023,$22.46,2312400
04/13/2023,$22.55,1803900
04/12/2023,$22.26,2141100
04/11/2023,$22.69,2540000
04/10/2023,$22.37,2176100
04/06/2023,$22.40,2506900
04/05/2023,$22.07,3638100
04/04/2023,$22.35,3421500
04/03/2023,$23.17,4274500
03/31/2023,$23.02,3880300
03/30/2023,$22.50,3477600
03/29/2023,$22.46,4161400
03/28/2023,$23.15,5711700
03/27/2023,$23.00,4580800
03/24/2023,$23.98,8756400
03/23/2023,$22.58,11168900
03/22/2023,$23.87,66764700
03/21/2023,$17.65,15882900
03/20/2023,$16.87,4463700
03/17/2023,$16.60,5105500
03/16/2023,$16.76,4083000
03/15/2023,$15.95,4541500
03/14/2023,$16.91,3077400
03/13/2023,$16.75,2959100
03/10/2023,$17.25,2845500
03/09/2023,$17.52,2652600
03/08/2023,$18.17,3277800
03/07/2023,$18.06,2375300
03/06/2023,$18.65,2815300
03/03/2023,$18.70,2505500
03/02/2023,$18.19,2622100
03/01/2023,$18.15,4210100
02/28/2023,$19.23,3373800
02/27/2023,$19.10,4006700
02/24/2023,$19.54,2277600
02/23/2023,$20.14,2862000
02/22/2023,$20.52,2164900
02/21/2023,$20.66,3100300
02/17/2023,$21.99,2851000
02/16/2023,$21.60,3879000
02/15/2023,$21.80,7137800
02/14/2023,$19.87,2746300
02/13/2023,$19.69,2299300
02/10/2023,$19.27,2902700
02/09/2023,$19.67,4497400
02/08/2023,$21.10,2846400
